"provnum","provname","address","city","state","zip","pnlty_date","pnlty_type","fine_amt","payden_strt_dt","payden_days","filedate"
"165542","METH-WICK HEALTH CENTER","1224 13TH STREET NW","CEDAR RAPIDS","IA","52405","2013-11-19","Fine","4810",,,"2015-12-01"
"165553","IOWA MASONIC HEALTH FACILITIES","2500 GRANT STREET","BETTENDORF","IA","52722","2015-06-18","Fine","195",,,"2015-12-01"
"165559","ENNOBLE SKILLED NURSING AND REHABILITATION CENTER","2000 PASADENA DRIVE","DUBUQUE","IA","52001","2013-12-17","Fine","7450",,,"2015-12-01"
"165561","HERITAGE HOUSE","1200 BROOKRIDGE CIRCLE","ATLANTIC","IA","50022","2013-04-12","Fine","5265",,,"2015-12-01"
"165568","SHADY REST CARE CENTER","701 NORTH JOHNSON STREET NW","CASCADE","IA","52033","2015-05-14","Fine","4713",,,"2015-12-01"
"165576","OSSIAN SENIOR HOSPICE","114 FISHER STREET","OSSIAN","IA","52161","2014-07-10","Fine","6013",,,"2015-12-01"
"165583","THE VILLAGE AT LEGACY POINTE NURSING FACILITY","1645 SE HOLIDAY CREST CIRCLE","WAUKEE","IA","50263","2013-08-13","Fine","9783",,,"2015-12-01"
"165583","THE VILLAGE AT LEGACY POINTE NURSING FACILITY","1645 SE HOLIDAY CREST CIRCLE","WAUKEE","IA","50263","2013-08-13","Payment Denial",,"2013-11-13","72","2015-12-01"
"165583","THE VILLAGE AT LEGACY POINTE NURSING FACILITY","1645 SE HOLIDAY CREST CIRCLE","WAUKEE","IA","50263","2013-01-10","Fine","6630",,,"2015-12-01"
"165583","THE VILLAGE AT LEGACY POINTE NURSING FACILITY","1645 SE HOLIDAY CREST CIRCLE","WAUKEE","IA","50263","2013-01-10","Payment Denial",,"2013-04-10","55","2015-12-01"
"165585","ALL-AMERICAN CARE CENTER","2002 CEDAR STREET","MUSCATINE","IA","52761","2015-06-11","Fine","5200",,,"2015-12-01"
"165596","NORTH LAKE MANOR","1325 NORTH LAKE AVENUE","STORM LAKE","IA","50588","2014-06-04","Fine","31525",,,"2015-12-01"
"165596","NORTH LAKE MANOR","1325 NORTH LAKE AVENUE","STORM LAKE","IA","50588","2013-11-20","Fine","2990",,,"2015-12-01"
"165604","KEYSTONE NURSING CARE CENTER INC","250 FIFTH STREET","KEYSTONE","IA","52249","2013-08-22","Fine","4713",,,"2015-12-01"
"165606","PERRY LUTHERAN HOME","2323 EAST  WILLIS AVENUE","PERRY","IA","50220","2013-11-27","Fine","9230",,,"2015-12-01"
"165606","PERRY LUTHERAN HOME","2323 EAST  WILLIS AVENUE","PERRY","IA","50220","2013-04-08","Fine","4550",,,"2015-12-01"
"175008","MEDICALODGES WICHITA","2280 S MINNEAPOLIS AVE","WICHITA","KS","67211","2014-12-18","Fine","19338",,,"2015-12-01"
"175008","MEDICALODGES WICHITA","2280 S MINNEAPOLIS AVE","WICHITA","KS","67211","2014-12-18","Payment Denial",,"2015-01-10","6","2015-12-01"
"175008","MEDICALODGES WICHITA","2280 S MINNEAPOLIS AVE","WICHITA","KS","67211","2013-07-24","Fine","4713",,,"2015-12-01"
"175008","MEDICALODGES WICHITA","2280 S MINNEAPOLIS AVE","WICHITA","KS","67211","2013-07-24","Payment Denial",,"2013-09-22","53","2015-12-01"
"175078","LEGACY AT COLLEGE HILL","5005 E 21ST ST N","WICHITA","KS","67208","2014-08-05","Fine","9762",,,"2015-12-01"
"175113","LEGACY ON 10TH AVENUE","2015 SE 10TH AVENUE","TOPEKA","KS","66607","2015-09-09","Payment Denial",,"2015-09-30","9","2015-12-01"
"175113","LEGACY ON 10TH AVENUE","2015 SE 10TH AVENUE","TOPEKA","KS","66607","2014-05-21","Payment Denial",,"2014-06-14","54","2015-12-01"
"175113","LEGACY ON 10TH AVENUE","2015 SE 10TH AVENUE","TOPEKA","KS","66607","2013-07-09","Fine","7792",,,"2015-12-01"
"175113","LEGACY ON 10TH AVENUE","2015 SE 10TH AVENUE","TOPEKA","KS","66607","2013-07-09","Fine","4408",,,"2015-12-01"
"175113","LEGACY ON 10TH AVENUE","2015 SE 10TH AVENUE","TOPEKA","KS","66607","2013-07-09","Payment Denial",,"2013-09-24","71","2015-12-01"
"175114","DIVERSICARE OF HUTCHINSON","1202 E 23RD AVE","HUTCHINSON","KS","67502","2014-11-20","Fine","40838",,,"2015-12-01"
"175114","DIVERSICARE OF HUTCHINSON","1202 E 23RD AVE","HUTCHINSON","KS","67502","2014-03-27","Payment Denial",,"2014-06-27","33","2015-12-01"
"175123","TRINITY NURSING & REHABILITATION CENTER INC","9700 W 62ND STREET","MERRIAM","KS","66203","2013-07-17","Fine","4906",,,"2015-12-01"
"175127","LEGACY AT SALINA","623 S 3RD STREET","SALINA","KS","67401","2013-03-21","Fine","8500",,,"2015-12-01"
"175141","MEDICALODGES ATCHISON","1637 RILEY ST","ATCHISON","KS","66002","2013-12-24","Fine","5558",,,"2015-12-01"
"175145","BROOKSIDE RETIREMENT COMMUNITY","700 W 7TH ST","OVERBROOK","KS","66524","2015-02-13","Fine","4800",,,"2015-12-01"
"175145","BROOKSIDE RETIREMENT COMMUNITY","700 W 7TH ST","OVERBROOK","KS","66524","2014-03-20","Payment Denial",,"2014-06-20","6","2015-12-01"
"175146","HUTCHINSON REGIONAL MEDICAL CENTER INC (SNU)","1701 E 23RD AVE","HUTCHINSON","KS","67502","2014-04-29","Payment Denial",,"2014-05-23","6","2015-12-01"
"175158","GARDEN TERRACE AT OVERLAND PARK","7541 SWITZER ST","OVERLAND PARK","KS","66214","2014-07-03","Fine","4713",,,"2015-12-01"
"175159","PROVIDENCE PLACE","8909 PARALLEL PKY","KANSAS CITY","KS","66112","2015-01-14","Fine","1788",,,"2015-12-01"
"175165","ROLLING HILLS HEALTH CENTER","2400 SW URISH RD","TOPEKA","KS","66614","2014-10-24","Fine","8250",,,"2015-12-01"
"175168","MANORCARE HEALTH SERVICES - WICHITA","7101 E 21ST ST N","WICHITA","KS","67206","2013-09-19","Payment Denial",,"2013-10-19","30","2015-12-01"
"175171","MCCRITE PLAZA HEALTH CENTER","1610 SW 37TH ST","TOPEKA","KS","66611","2013-01-23","Fine","1625",,,"2015-12-01"
"175174","MEADOWLARK HILLS","2121 MEADOWLARK RD","MANHATTAN","KS","66502","2015-03-06","Fine","14500",,,"2015-12-01"
"175174","MEADOWLARK HILLS","2121 MEADOWLARK RD","MANHATTAN","KS","66502","2015-03-06","Payment Denial",,"2015-03-27","37","2015-12-01"
"175176","INDIAN CREEK HEALTHCARE CENTER","6515 W 103RD ST","OVERLAND PARK","KS","66212","2015-06-24","Fine","3575",,,"2015-12-01"
"175180","LEISURE TERRACE","5211 W 103RD ST","OVERLAND PARK","KS","66207","2014-07-03","Fine","16200",,,"2015-12-01"
"175180","LEISURE TERRACE","5211 W 103RD ST","OVERLAND PARK","KS","66207","2014-07-03","Payment Denial",,"2014-10-03","46","2015-12-01"
"175182","DELMAR GARDENS OF OVERLAND PARK","12100 W 109TH ST","OVERLAND PARK","KS","66210","2015-05-27","Fine","58900",,,"2015-12-01"
"175185","SMOKY HILL REHABILITATION CENTER","1007 JOHNSTOWN AVE","SALINA","KS","67401","2013-06-18","Fine","7450",,,"2015-12-01"
"175200","KENWOOD VIEW HEALTH AND REHABILITATION CENTER","900 ELMHURST BLVD","SALINA","KS","67401","2013-09-18","Fine","42088",,,"2015-12-01"
"175200","KENWOOD VIEW HEALTH AND REHABILITATION CENTER","900 ELMHURST BLVD","SALINA","KS","67401","2013-09-18","Payment Denial",,"2013-11-09","102","2015-12-01"
"175200","KENWOOD VIEW HEALTH AND REHABILITATION CENTER","900 ELMHURST BLVD","SALINA","KS","67401","2013-01-25","Fine","975",,,"2015-12-01"
"175200","KENWOOD VIEW HEALTH AND REHABILITATION CENTER","900 ELMHURST BLVD","SALINA","KS","67401","2013-01-25","Fine","8055",,,"2015-12-01"
"175200","KENWOOD VIEW HEALTH AND REHABILITATION CENTER","900 ELMHURST BLVD","SALINA","KS","67401","2013-01-25","Payment Denial",,"2013-02-16","80","2015-12-01"
"175202","COLBY HEALTH AND REHAB","105 EAST COLLEGE DRIVE","COLBY","KS","67701","2014-02-12","Fine","8301",,,"2015-12-01"
"175205","GOLDEN LIVINGCENTER - WILSON","611 31ST ST  PO BOX 160","WILSON","KS","67490","2015-07-30","Fine","13325",,,"2015-12-01"
"175205","GOLDEN LIVINGCENTER - WILSON","611 31ST ST  PO BOX 160","WILSON","KS","67490","2015-07-30","Payment Denial",,"2015-08-27","54","2015-12-01"
"175207","GOOD SAMARITAN SOCIETY - DODGE CITY","501 W BEESON RD","DODGE CITY","KS","67801","2015-04-07","Payment Denial",,"2015-04-26","108","2015-12-01"
"175207","GOOD SAMARITAN SOCIETY - DODGE CITY","501 W BEESON RD","DODGE CITY","KS","67801","2013-12-18","Payment Denial",,"2014-01-07","100","2015-12-01"
"175208","GOLDEN LIVINGCENTER - PITTSBURG","1005 E CENTENNIAL DR","PITTSBURG","KS","66762","2014-04-28","Fine","4875",,,"2015-12-01"
"175213","PINNACLE RIDGE NURSING & REHAB CENTER","400 S ROGERS RD","OLATHE","KS","66062","2015-03-26","Fine","4000",,,"2015-12-01"
"175213","PINNACLE RIDGE NURSING & REHAB CENTER","400 S ROGERS RD","OLATHE","KS","66062","2015-02-11","Fine","76575",,,"2015-12-01"
"175213","PINNACLE RIDGE NURSING & REHAB CENTER","400 S ROGERS RD","OLATHE","KS","66062","2013-06-07","Fine","10000",,,"2015-12-01"
"175219","GOLDEN LIVINGCENTER - KAW RIVER","750 BLAKE ST","EDWARDSVILLE","KS","66111","2013-07-17","Payment Denial",,"2013-08-05","39","2015-12-01"
"175219","GOLDEN LIVINGCENTER - KAW RIVER","750 BLAKE ST","EDWARDSVILLE","KS","66111","2013-02-07","Fine","1625",,,"2015-12-01"
"175221","FOUNTAINVIEW NURSING & REHAB CENTER","601 N ROSE HILL RD","ROSE HILL","KS","67133","2014-06-23","Fine","32850",,,"2015-12-01"
"175221","FOUNTAINVIEW NURSING & REHAB CENTER","601 N ROSE HILL RD","ROSE HILL","KS","67133","2014-06-23","Payment Denial",,"2014-09-16","41","2015-12-01"
"175228","GOLDEN LIVINGCENTER - LANSING","210 PLAZA DRIVE, PO BOX 250","LANSING","KS","66043","2013-01-31","Fine","1625",,,"2015-12-01"
"175231","GOOD SAMARITAN SOCIETY - ELLSWORTH VILLAGE","1156 HIGHWAY 14","ELLSWORTH","KS","67439","2015-06-16","Fine","2763",,,"2015-12-01"
"175236","HUTCHINSON HEALTH AND REHAB","2301 N SEVERANCE STREET","HUTCHINSON","KS","67502","2013-02-11","Fine","3500",,,"2015-12-01"
"175240","PROMISE SKILLED NURSING FACILITY OF OVERLAND PARK,","6505 W 103RD ST","OVERLAND PARK","KS","66212","2015-04-22","Fine","111118",,,"2015-12-01"
"175241","SABETHA MANOR","1441 OREGON ST","SABETHA","KS","66534","2015-07-31","Fine","5363",,,"2015-12-01"
"175241","SABETHA MANOR","1441 OREGON ST","SABETHA","KS","66534","2012-12-26","Payment Denial",,"2013-03-26","8","2015-12-01"
"175246","BELLEVILLE HEALTH CARE CENTER","2626 WESLEYAN DR","BELLEVILLE","KS","66935","2015-07-07","Payment Denial",,"2015-10-07","34","2015-12-01"
"175248","KENSINGTON HEALTH AND REHAB","613 N MAIN","KENSINGTON","KS","66951","2013-06-06","Payment Denial",,"2013-09-06","48","2015-12-01"
"175249","HERITAGE HEALTH CARE CENTER","1630 W 2ND ST","CHANUTE","KS","66720","2015-05-08","Fine","5850",,,"2015-12-01"
"175250","WELLSVILLE MANOR","304 W 7TH ST","WELLSVILLE","KS","66092","2014-08-19","Fine","3965",,,"2015-12-01"
"175253","ROLLING HILLS HEALTH AND REHAB","1319 SEVILLE ST","WICHITA","KS","67209","2014-08-05","Payment Denial",,"2014-08-25","149","2015-12-01"
"175253","ROLLING HILLS HEALTH AND REHAB","1319 SEVILLE ST","WICHITA","KS","67209","2013-03-04","Fine","1625",,,"2015-12-01"
"175260","GOOD SAMARITAN SOCIETY - HUTCHINSON VILLAGE","810 E 30TH AVE","HUTCHINSON","KS","67502","2014-07-16","Payment Denial",,"2014-08-04","10","2015-12-01"
"175260","GOOD SAMARITAN SOCIETY - HUTCHINSON VILLAGE","810 E 30TH AVE","HUTCHINSON","KS","67502","2013-06-14","Fine","5168",,,"2015-12-01"
"175260","GOOD SAMARITAN SOCIETY - HUTCHINSON VILLAGE","810 E 30TH AVE","HUTCHINSON","KS","67502","2013-06-14","Payment Denial",,"2013-07-12","54","2015-12-01"
"175267","SHAWNEE GARDENS HEALTHCARE & REHAB CTR","6416 LONG ST","SHAWNEE","KS","66216","2013-10-18","Fine","4908",,,"2015-12-01"
"175267","SHAWNEE GARDENS HEALTHCARE & REHAB CTR","6416 LONG ST","SHAWNEE","KS","66216","2013-10-18","Payment Denial",,"2013-11-08","61","2015-12-01"
"175273","GOLDEN LIVINGCENTER - WICHITA","4007 E LINCOLN ST","WICHITA","KS","67218","2015-03-04","Fine","7898",,,"2015-12-01"
"175273","GOLDEN LIVINGCENTER - WICHITA","4007 E LINCOLN ST","WICHITA","KS","67218","2015-03-04","Payment Denial",,"2015-05-27","62","2015-12-01"
"175276","NORTH POINT SKILLED NURSING CENTER","908 N PEARL ST","PAOLA","KS","66071","2014-10-03","Fine","19250",,,"2015-12-01"
"175277","BRANDON WOODS AT ALVAMAR","1501 INVERNESS DR","LAWRENCE","KS","66047","2014-01-03","Fine","11375",,,"2015-12-01"
"175277","BRANDON WOODS AT ALVAMAR","1501 INVERNESS DR","LAWRENCE","KS","66047","2014-01-03","Payment Denial",,"2014-03-19","63","2015-12-01"
"175280","FLINT HILLS CARE CENTER","1620 WHEELER ST","EMPORIA","KS","66801","2014-10-03","Fine","50278",,,"2015-12-01"
"175281","LIFE CARE CENTER OF KANSAS CITY","3231 N 61ST ST","KANSAS CITY","KS","66104","2014-01-14","Fine","7550",,,"2015-12-01"
"175281","LIFE CARE CENTER OF KANSAS CITY","3231 N 61ST ST","KANSAS CITY","KS","66104","2014-01-14","Payment Denial",,"2014-03-31","37","2015-12-01"
"175291","GREAT BEND HEALTH & REHAB CENTER","1560 K 96 HWY","GREAT BEND","KS","67530","2014-10-01","Fine","29575",,,"2015-12-01"
"175291","GREAT BEND HEALTH & REHAB CENTER","1560 K 96 HWY","GREAT BEND","KS","67530","2014-10-01","Payment Denial",,"2014-11-07","116","2015-12-01"
"175291","GREAT BEND HEALTH & REHAB CENTER","1560 K 96 HWY","GREAT BEND","KS","67530","2014-03-06","Fine","1430",,,"2015-12-01"
"175291","GREAT BEND HEALTH & REHAB CENTER","1560 K 96 HWY","GREAT BEND","KS","67530","2014-03-06","Payment Denial",,"2014-04-04","33","2015-12-01"
"175291","GREAT BEND HEALTH & REHAB CENTER","1560 K 96 HWY","GREAT BEND","KS","67530","2013-07-03","Fine","7508",,,"2015-12-01"
"175291","GREAT BEND HEALTH & REHAB CENTER","1560 K 96 HWY","GREAT BEND","KS","67530","2013-07-03","Payment Denial",,"2013-10-03","54","2015-12-01"
"175297","TOPEKA PRESBYTERIAN MANOR","4712 SW 6TH AVE","TOPEKA","KS","66606","2014-05-19","Fine","8450",,,"2015-12-01"
"175315","PRATT HEALTH AND REHAB","1221 LARIMER ST","PRATT","KS","67124","2014-04-02","Fine","43960",,,"2015-12-01"
"175315","PRATT HEALTH AND REHAB","1221 LARIMER ST","PRATT","KS","67124","2014-04-02","Payment Denial",,"2014-04-26","6","2015-12-01"
"175317","GOLDEN LIVINGCENTER - NEODESHA","1626 N 8TH ST","NEODESHA","KS","66757","2015-06-25","Fine","72280",,,"2015-12-01"
"175317","GOLDEN LIVINGCENTER - NEODESHA","1626 N 8TH ST","NEODESHA","KS","66757","2015-06-25","Payment Denial",,"2015-07-16","98","2015-12-01"
"175322","GOOD SAMARITAN SOCIETY - HAYS","2700 CANAL BLVD","HAYS","KS","67601","2014-03-11","Fine","2730",,,"2015-12-01"
"175322","GOOD SAMARITAN SOCIETY - HAYS","2700 CANAL BLVD","HAYS","KS","67601","2014-03-11","Payment Denial",,"2014-04-04","60","2015-12-01"
"175327","WINFIELD SENIOR LIVING COMMUNITY","1320 WHEAT RD","WINFIELD","KS","67156","2014-01-24","Payment Denial",,"2014-02-13","9","2015-12-01"
"175327","WINFIELD SENIOR LIVING COMMUNITY","1320 WHEAT RD","WINFIELD","KS","67156","2012-12-10","Fine","4550",,,"2015-12-01"
"175327","WINFIELD SENIOR LIVING COMMUNITY","1320 WHEAT RD","WINFIELD","KS","67156","2012-12-10","Payment Denial",,"2013-01-01","7","2015-12-01"
"175332","OTTAWA RETIREMENT VILLAGE","1100 W 15TH ST","OTTAWA","KS","66067","2014-11-10","Fine","4063",,,"2015-12-01"
"175332","OTTAWA RETIREMENT VILLAGE","1100 W 15TH ST","OTTAWA","KS","66067","2014-11-10","Payment Denial",,"2015-02-10","28","2015-12-01"
"175333","HICKORY POINTE CARE & REHAB CENTER","700 CHEROKEE  PO BOX 307","OSKALOOSA","KS","66066","2015-05-05","Fine","58504",,,"2015-12-01"
"175334","GOOD SAMARITAN SOCIETY - LIBERAL","2160 ZINNIA LN","LIBERAL","KS","67901","2015-02-17","Fine","97240",,,"2015-12-01"
"175340","ALDERSGATE VILLAGE","3220 SW ALBRIGHT DR","TOPEKA","KS","66614","2015-03-13","Fine","11550",,,"2015-12-01"
"175343","CLARIDGE COURT","8101 MISSION RD","PRAIRIE VILLAGE","KS","66208","2015-05-15","Fine","4485",,,"2015-12-01"
"175347","GOOD SAMARITAN SOCIETY - CHEYENNE COUNTY","820 S DENISON ST","ST FRANCIS","KS","67756","2013-09-04","Fine","5623",,,"2015-12-01"
"175347","GOOD SAMARITAN SOCIETY - CHEYENNE COUNTY","820 S DENISON ST","ST FRANCIS","KS","67756","2013-05-07","Fine","5265",,,"2015-12-01"
"175347","GOOD SAMARITAN SOCIETY - CHEYENNE COUNTY","820 S DENISON ST","ST FRANCIS","KS","67756","2013-05-07","Fine","4550",,,"2015-12-01"
"175347","GOOD SAMARITAN SOCIETY - CHEYENNE COUNTY","820 S DENISON ST","ST FRANCIS","KS","67756","2013-05-07","Payment Denial",,"2013-06-02","66","2015-12-01"
"175347","GOOD SAMARITAN SOCIETY - CHEYENNE COUNTY","820 S DENISON ST","ST FRANCIS","KS","67756","2013-02-01","Fine","1625",,,"2015-12-01"
"175359","GOOD SAMARITAN SOCIETY - VALLEY VISTA","2011 GRANDVIEW DR","WAMEGO","KS","66547","2014-07-25","Fine","4778",,,"2015-12-01"
"175376","APOSTOLIC CHRISTIAN HOME","511 PARAMOUNT ST","SABETHA","KS","66534","2014-11-24","Payment Denial",,"2014-12-19","3","2015-12-01"
"175377","TRINITY MANOR","510 W FRONTVIEW ST","DODGE CITY","KS","67801","2015-07-31","Fine","52000",,,"2015-12-01"
"175377","TRINITY MANOR","510 W FRONTVIEW ST","DODGE CITY","KS","67801","2014-04-09","Fine","25558",,,"2015-12-01"
"175377","TRINITY MANOR","510 W FRONTVIEW ST","DODGE CITY","KS","67801","2014-04-09","Payment Denial",,"2014-04-28","52","2015-12-01"
"175379","MENNONITE FRIENDSHIP COMMUNITIES INC","600 W BLANCHARD AVE","SOUTH HUTCHINSON","KS","67505","2015-03-23","Fine","7000",,,"2015-12-01"
"175379","MENNONITE FRIENDSHIP COMMUNITIES INC","600 W BLANCHARD AVE","SOUTH HUTCHINSON","KS","67505","2014-02-28","Fine","20650",,,"2015-12-01"
"175379","MENNONITE FRIENDSHIP COMMUNITIES INC","600 W BLANCHARD AVE","SOUTH HUTCHINSON","KS","67505","2014-02-28","Payment Denial",,"2014-04-27","39","2015-12-01"
"175380","THE CEDARS","1021 CEDARS DR","MCPHERSON","KS","67460","2015-02-09","Fine","3850",,,"2015-12-01"
"175389","YATES CENTER HEALTH AND REHAB","801 S FRY ST PO BOX 265","YATES CENTER","KS","66783","2013-11-01","Fine","8556",,,"2015-12-01"
"175403","BETHESDA HOME","408 E MAIN  PO BOX 37","GOESSEL","KS","67053","2013-01-15","Fine","3250",,,"2015-12-01"
"175404","BUHLER SUNSHINE HOME","400 S BUHLER RD","BUHLER","KS","67522","2014-04-21","Fine","16965",,,"2015-12-01"
"175404","BUHLER SUNSHINE HOME","400 S BUHLER RD","BUHLER","KS","67522","2014-04-21","Payment Denial",,"2014-05-10","116","2015-12-01"
"175404","BUHLER SUNSHINE HOME","400 S BUHLER RD","BUHLER","KS","67522","2013-01-23","Fine","975",,,"2015-12-01"
"175405","RAY E DILLON LIVING CENTER","1901 E 23RD AVE","HUTCHINSON","KS","67502","2014-09-11","Payment Denial",,"2014-09-30","50","2015-12-01"
"175405","RAY E DILLON LIVING CENTER","1901 E 23RD AVE","HUTCHINSON","KS","67502","2014-05-19","Payment Denial",,"2014-06-08","11","2015-12-01"
"175405","RAY E DILLON LIVING CENTER","1901 E 23RD AVE","HUTCHINSON","KS","67502","2013-02-20","Fine","1625",,,"2015-12-01"
"175407","LIFE CARE CENTER OF WICHITA","622 N EDGEMOOR ST","WICHITA","KS","67208","2013-08-07","Payment Denial",,"2013-08-27","34","2015-12-01"
"175410","CATHOLIC CARE CENTER INC","6700 E 45TH ST N","BEL AIRE","KS","67226","2015-07-31","Fine","35133",,,"2015-12-01"
"175410","CATHOLIC CARE CENTER INC","6700 E 45TH ST N","BEL AIRE","KS","67226","2015-03-19","Fine","18200",,,"2015-12-01"
"175410","CATHOLIC CARE CENTER INC","6700 E 45TH ST N","BEL AIRE","KS","67226","2015-03-19","Payment Denial",,"2015-04-11","48","2015-12-01"
"175410","CATHOLIC CARE CENTER INC","6700 E 45TH ST N","BEL AIRE","KS","67226","2015-01-07","Fine","4950",,,"2015-12-01"
"175410","CATHOLIC CARE CENTER INC","6700 E 45TH ST N","BEL AIRE","KS","67226","2013-11-27","Payment Denial",,"2014-02-27","2","2015-12-01"
"175411","COUNTRY CARE INC","515 DAWSON","EASTON","KS","66020","2015-04-29","Fine","2700",,,"2015-12-01"
"175415","ELMHAVEN EAST","1400 S 15TH ST","PARSONS","KS","67357","2015-05-12","Payment Denial",,"2015-08-12","7","2015-12-01"
"175416","ELMHAVEN WEST NURSING HOME","1315 S 15TH ST","PARSONS","KS","67357","2014-08-21","Fine","5363",,,"2015-12-01"
"175418","PROVIDENCE LIVING CENTER","1112 SE REPUBLICAN","TOPEKA","KS","66607","2014-02-12","Fine","6163",,,"2015-12-01"
"175419","LINCOLN PARK MANOR INC","922 N 5TH ST","LINCOLN","KS","67455","2015-03-04","Fine","32500",,,"2015-12-01"
"175420","MOUNT JOSEPH SENIOR VILLAGE LLC","1110 W 11TH","CONCORDIA","KS","66901","2014-08-18","Payment Denial",,"2014-09-05","7","2015-12-01"
"175420","MOUNT JOSEPH SENIOR VILLAGE LLC","1110 W 11TH","CONCORDIA","KS","66901","2013-08-26","Fine","8400",,,"2015-12-01"
"175420","MOUNT JOSEPH SENIOR VILLAGE LLC","1110 W 11TH","CONCORDIA","KS","66901","2013-08-26","Payment Denial",,"2013-11-05","9","2015-12-01"
"175422","SUNSET HOME INC","620 SECOND AVE","CONCORDIA","KS","66901","2015-07-30","Fine","29185",,,"2015-12-01"
"175423","HOLIDAY RESORT OF SALINA","2825 RESORT DR","SALINA","KS","67401","2015-06-30","Fine","4160",,,"2015-12-01"
"175426","CRESTVIEW NURSING & RESIDENTIAL LIVING","808 N 8TH ST","SENECA","KS","66538","2014-08-21","Fine","9250",,,"2015-12-01"
"175426","CRESTVIEW NURSING & RESIDENTIAL LIVING","808 N 8TH ST","SENECA","KS","66538","2013-09-25","Fine","4908",,,"2015-12-01"
"175434","OSWEGO HEALTH AND REHAB","1104 OHIO","OSWEGO","KS","67356","2015-03-16","Fine","3315",,,"2015-12-01"
"175436","HOWARD TWILIGHT MANOR","849 E WASHINGTON STREET","HOWARD","KS","67349","2014-09-25","Payment Denial",,"2014-12-25","28","2015-12-01"
"175437","MCPHERSON HEALTH AND REHAB","1601 N MAIN ST","MCPHERSON","KS","67460","2015-08-26","Fine","22588",,,"2015-12-01"
"175437","MCPHERSON HEALTH AND REHAB","1601 N MAIN ST","MCPHERSON","KS","67460","2014-03-04","Fine","8838",,,"2015-12-01"
"175437","MCPHERSON HEALTH AND REHAB","1601 N MAIN ST","MCPHERSON","KS","67460","2013-08-29","Fine","11195",,,"2015-12-01"
"175437","MCPHERSON HEALTH AND REHAB","1601 N MAIN ST","MCPHERSON","KS","67460","2013-08-29","Payment Denial",,"2013-09-27","26","2015-12-01"
"175437","MCPHERSON HEALTH AND REHAB","1601 N MAIN ST","MCPHERSON","KS","67460","2013-07-08","Fine","7598",,,"2015-12-01"
"175452","WOODLAWN REHABILITATION & HEALTH CARE CENTER","1600 S. WOODLAWN BLVD","WICHITA","KS","67218","2013-03-11","Payment Denial",,"2013-06-19","9","2015-12-01"
