"Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Penalty Date","Penalty Type","Fine Amount","Payment Denial Start Date","Payment Denial Length in Days","Location","Processing Date"
"155287","RENSSELAER CARE CENTER","1309 E GRACE ST","RENSSELAER","IN","47978","2018-01-03","Fine","8125",,,"1309 E GRACE ST,RENSSELAER,IN,47978","2020-11-01"
"155287","RENSSELAER CARE CENTER","1309 E GRACE ST","RENSSELAER","IN","47978","2018-04-27","Fine","8775",,,"1309 E GRACE ST,RENSSELAER,IN,47978","2020-11-01"
"155295","APERION CARE FRANKFORT","809 W FREEMAN ST","FRANKFORT","IN","46041","2019-08-02","Payment Denial",,"2019-09-20","11","809 W FREEMAN ST,FRANKFORT,IN,46041","2020-11-01"
"155327","UNIVERSITY HEIGHTS HEALTH AND LIVING COMMUNITY","1380 E COUNTY LINE RD S","INDIANAPOLIS","IN","46227","2019-02-27","Fine","11278",,,"1380 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227","2020-11-01"
"155335","OSSIAN HEALTH CARE AND REHABILITATION CENTER","215 DAVIS RD","OSSIAN","IN","46777","2019-02-20","Fine","25916",,,"215 DAVIS RD,OSSIAN,IN,46777","2020-11-01"
"155353","HICKORY CREEK AT GREENSBURG","1620 N LINCOLN ST","GREENSBURG","IN","47240","2018-08-03","Fine","11375",,,"1620 N LINCOLN ST,GREENSBURG,IN,47240","2020-11-01"
"155353","HICKORY CREEK AT GREENSBURG","1620 N LINCOLN ST","GREENSBURG","IN","47240","2018-08-03","Payment Denial",,"2018-10-02","3","1620 N LINCOLN ST,GREENSBURG,IN,47240","2020-11-01"
"155355","WEST BEND NURSING AND REHABILITATION","4600 W WASHINGTON AVE","SOUTH BEND","IN","46619","2018-12-31","Fine","195371",,,"4600 W WASHINGTON AVE,SOUTH BEND,IN,46619","2020-11-01"
"155357","RAWLINS HOUSE HEALTH & LIVING COMMUNITY","300 J H WALKER DR","PENDLETON","IN","46064","2018-02-23","Fine","25544",,,"300 J H WALKER DR,PENDLETON,IN,46064","2020-11-01"
"155358","MEADOWS MANOR EAST","3300 POPLAR ST","TERRE HAUTE","IN","47803","2019-12-17","Fine","24219",,,"3300 POPLAR ST,TERRE HAUTE,IN,47803","2020-11-01"
"155362","GOLDEN LIVING CENTER-MERRILLVILLE","8800 VIRGINIA PLACE","MERRILLVILLE","IN","46410","2018-08-22","Payment Denial",,"2018-11-05","29","8800 VIRGINIA PLACE,MERRILLVILLE,IN,46410","2020-11-01"
"155363","WILLOWDALE VILLAGE","404 W WILLOW RD","DALE","IN","47523","2018-01-10","Fine","8125",,,"404 W WILLOW RD,DALE,IN,47523","2020-11-01"
"155370","PREMIER HEALTHCARE OF NEW HARMONY","251 HIGHWAY 66","NEW HARMONY","IN","47631","2017-11-08","Fine","8510",,,"251 HIGHWAY 66,NEW HARMONY,IN,47631","2020-11-01"
"155378","SIGNATURE HEALTHCARE AT PARKWOOD","1001 N GRANT ST","LEBANON","IN","46052","2017-12-20","Fine","11700",,,"1001 N GRANT ST,LEBANON,IN,46052","2020-11-01"
"155379","LIFE CARE CENTER OF ROCHESTER","827 W 13TH ST","ROCHESTER","IN","46975","2018-05-01","Fine","159777",,,"827 W 13TH ST,ROCHESTER,IN,46975","2020-11-01"
"155384","GOLDEN LIVING CENTER-LINCOLN HILLS","402 19TH STREET","TELL CITY","IN","47586","2018-03-07","Fine","15893",,,"402 19TH STREET,TELL CITY,IN,47586","2020-11-01"
"155384","GOLDEN LIVING CENTER-LINCOLN HILLS","402 19TH STREET","TELL CITY","IN","47586","2018-10-24","Fine","30011",,,"402 19TH STREET,TELL CITY,IN,47586","2020-11-01"
"155388","CORE OF BEDFORD","514 E 16TH ST","BEDFORD","IN","47421","2019-05-05","Fine","52550",,,"514 E 16TH ST,BEDFORD,IN,47421","2020-11-01"
"155390","GOLDEN LIVING CENTER-WOODBRIDGE","816 N FIRST AVE","EVANSVILLE","IN","47710","2017-12-20","Fine","12500",,,"816 N FIRST AVE,EVANSVILLE,IN,47710","2020-11-01"
"155390","GOLDEN LIVING CENTER-WOODBRIDGE","816 N FIRST AVE","EVANSVILLE","IN","47710","2019-08-08","Fine","61181",,,"816 N FIRST AVE,EVANSVILLE,IN,47710","2020-11-01"
"155401","BEN HUR HEALTH AND REHABILITATION","1375 S GRANT AVE","CRAWFORDSVILLE","IN","47933","2018-01-23","Fine","6500",,,"1375 S GRANT AVE,CRAWFORDSVILLE,IN,47933","2020-11-01"
"155404","ESSEX NURSING AND REHABILITATION CENTER","301 W ESSEX ST","LEBANON","IN","46052","2018-08-24","Fine","157425",,,"301 W ESSEX ST,LEBANON,IN,46052","2020-11-01"
"155404","ESSEX NURSING AND REHABILITATION CENTER","301 W ESSEX ST","LEBANON","IN","46052","2018-08-24","Payment Denial",,"2018-10-23","47","301 W ESSEX ST,LEBANON,IN,46052","2020-11-01"
"155417","HICKORY CREEK AT SCOTTSBURG","1100 N GARDNER AVE","SCOTTSBURG","IN","47170","2017-12-08","Fine","8125",,,"1100 N GARDNER AVE,SCOTTSBURG,IN,47170","2020-11-01"
"155419","HICKORY CREEK AT CRAWFORDSVILLE","817 N WHITLOCK AVE","CRAWFORDSVILLE","IN","47933","2018-01-12","Fine","41971",,,"817 N WHITLOCK AVE,CRAWFORDSVILLE,IN,47933","2020-11-01"
"155419","HICKORY CREEK AT CRAWFORDSVILLE","817 N WHITLOCK AVE","CRAWFORDSVILLE","IN","47933","2019-03-06","Fine","15934",,,"817 N WHITLOCK AVE,CRAWFORDSVILLE,IN,47933","2020-11-01"
"155455","WESLEYAN HEALTH CARE CENTER","729 WEST 35TH ST","MARION","IN","46953","2019-03-11","Fine","8297",,,"729 WEST 35TH ST,MARION,IN,46953","2020-11-01"
"155461","PRAIRIE VILLAGE NURSING AND REHABILITATION","801 S SR 57","WASHINGTON","IN","47501","2018-01-17","Fine","7500",,,"801 S SR 57,WASHINGTON,IN,47501","2020-11-01"
"155461","PRAIRIE VILLAGE NURSING AND REHABILITATION","801 S SR 57","WASHINGTON","IN","47501","2018-07-25","Fine","11817",,,"801 S SR 57,WASHINGTON,IN,47501","2020-11-01"
"155478","TIMBERS OF JASPER THE","2909 HOWARD DR","JASPER","IN","47546","2017-12-20","Fine","17500",,,"2909 HOWARD DR,JASPER,IN,47546","2020-11-01"
"155478","TIMBERS OF JASPER THE","2909 HOWARD DR","JASPER","IN","47546","2018-06-04","Fine","29143",,,"2909 HOWARD DR,JASPER,IN,47546","2020-11-01"
"155482","KENDALLVILLE MANOR","1802 E DOWLING ST","CREE LAKE","IN","46755","2018-10-17","Payment Denial",,"2019-01-17","1","1802 E DOWLING ST,CREE LAKE,IN,46755","2020-11-01"
"155483","WATERS OF RISING SUN, THE","405 RIO VISTA LN","RISING SUN","IN","47040","2019-05-22","Fine","11278",,,"405 RIO VISTA LN,RISING SUN,IN,47040","2020-11-01"
"155484","SOUTHWOOD HEALTHCARE CENTER","2222 MARGARET AVE","TERRE HAUTE","IN","47802","2019-05-03","Payment Denial",,"2019-07-17","1","2222 MARGARET AVE,TERRE HAUTE,IN,47802","2020-11-01"
"155488","ROLLING HILLS HEALTHCARE CENTER","3625 ST JOSEPH RD","NEW ALBANY","IN","47150","2018-01-23","Fine","162481",,,"3625 ST JOSEPH RD,NEW ALBANY,IN,47150","2020-11-01"
"155491","MAJESTIC CARE OF CONNERSVILLE","1029 E 5TH STREET","CONNERSVILLE","IN","47331","2018-03-06","Fine","22367",,,"1029 E 5TH STREET,CONNERSVILLE,IN,47331","2020-11-01"
"155494","WATERS OF SCOTTSBURG, THE","1350 N TODD DR","SCOTTSBURG","IN","47170","2019-04-30","Fine","3436",,,"1350 N TODD DR,SCOTTSBURG,IN,47170","2020-11-01"
"155496","VALLEY VIEW HEALTHCARE CENTER","333 W MISHAWAKA RD","ELKHART","IN","46517","2018-11-05","Fine","26686",,,"333 W MISHAWAKA RD,ELKHART,IN,46517","2020-11-01"
"155496","VALLEY VIEW HEALTHCARE CENTER","333 W MISHAWAKA RD","ELKHART","IN","46517","2019-10-29","Fine","13905",,,"333 W MISHAWAKA RD,ELKHART,IN,46517","2020-11-01"
"155505","ROBIN RUN HEALTH CENTER","6370 ROBIN RUN W","INDIANAPOLIS","IN","46268","2018-03-01","Fine","8775",,,"6370 ROBIN RUN W,INDIANAPOLIS,IN,46268","2020-11-01"
"155505","ROBIN RUN HEALTH CENTER","6370 ROBIN RUN W","INDIANAPOLIS","IN","46268","2019-11-22","Fine","254183",,,"6370 ROBIN RUN W,INDIANAPOLIS,IN,46268","2020-11-01"
"155508","TRANSCENDENT HEALTHCARE OF BOONVILLE","725 S SECOND ST","BOONVILLE","IN","47601","2018-01-22","Fine","11895",,,"725 S SECOND ST,BOONVILLE,IN,47601","2020-11-01"
"155508","TRANSCENDENT HEALTHCARE OF BOONVILLE","725 S SECOND ST","BOONVILLE","IN","47601","2020-02-20","Fine","127443",,,"725 S SECOND ST,BOONVILLE,IN,47601","2020-11-01"
"155512","SACRED HEART VILLAGE","515 N MAIN ST","AVILLA","IN","46710","2017-12-07","Fine","10000",,,"515 N MAIN ST,AVILLA,IN,46710","2020-11-01"
"155522","ELWOOD HEALTH AND LIVING","2300 PARKVIEW LN","ELWOOD","IN","46036","2018-04-11","Fine","24291",,,"2300 PARKVIEW LN,ELWOOD,IN,46036","2020-11-01"
"155530","SOUTH SHORE HEALTH & REHABILITATION CENTER","353 TYLER ST","GARY","IN","46402","2018-01-16","Fine","12500",,,"353 TYLER ST,GARY,IN,46402","2020-11-01"
"155542","CLOVERLEAF OF KNIGHTSVILLE","9325 N CRAWFORD ST","KNIGHTSVILLE","IN","47857","2019-09-27","Fine","18343",,,"9325 N CRAWFORD ST,KNIGHTSVILLE,IN,47857","2020-11-01"
"155549","WILLOWBEND LIVING CENTER","7524 E JACKSON ST","MUNCIE","IN","47302","2018-07-13","Fine","15834",,,"7524 E JACKSON ST,MUNCIE,IN,47302","2020-11-01"
"155561","GOOD SAMARITAN HOME & REHABILITATIVE CENTER","231 N JACKSON ST","OAKLAND CITY","IN","47660","2017-11-08","Fine","7150",,,"231 N JACKSON ST,OAKLAND CITY,IN,47660","2020-11-01"
"155561","GOOD SAMARITAN HOME & REHABILITATIVE CENTER","231 N JACKSON ST","OAKLAND CITY","IN","47660","2019-09-09","Fine","137855",,,"231 N JACKSON ST,OAKLAND CITY,IN,47660","2020-11-01"
"155566","WARSAW MEADOWS","300 E PRAIRIE ST","WARSAW","IN","46580","2019-02-25","Fine","36250",,,"300 E PRAIRIE ST,WARSAW,IN,46580","2020-11-01"
"155574","MILLER'S MERRY MANOR","500 WALKERTON TR","WALKERTON","IN","46574","2018-01-25","Fine","11700",,,"500 WALKERTON TR,WALKERTON,IN,46574","2020-11-01"
"155606","WESTSIDE RETIREMENT VILLAGE","8616 W 10TH ST","INDIANAPOLIS","IN","46234","2019-08-08","Fine","11225",,,"8616 W 10TH ST,INDIANAPOLIS,IN,46234","2020-11-01"
"155607","BETHEL MANOR","6015 KRATZVILLE RD","EVANSVILLE","IN","47710","2018-02-22","Fine","8125",,,"6015 KRATZVILLE RD,EVANSVILLE,IN,47710","2020-11-01"
"155614","LINCOLN HILLS OF NEW ALBANY","326 COUNTRY CLUB DRIVE","NEW ALBANY","IN","47150","2018-09-07","Fine","11700",,,"326 COUNTRY CLUB DRIVE,NEW ALBANY,IN,47150","2020-11-01"
"155614","LINCOLN HILLS OF NEW ALBANY","326 COUNTRY CLUB DRIVE","NEW ALBANY","IN","47150","2018-09-07","Fine","15971",,,"326 COUNTRY CLUB DRIVE,NEW ALBANY,IN,47150","2020-11-01"
"155614","LINCOLN HILLS OF NEW ALBANY","326 COUNTRY CLUB DRIVE","NEW ALBANY","IN","47150","2019-01-28","Fine","271170",,,"326 COUNTRY CLUB DRIVE,NEW ALBANY,IN,47150","2020-11-01"
"155614","LINCOLN HILLS OF NEW ALBANY","326 COUNTRY CLUB DRIVE","NEW ALBANY","IN","47150","2020-01-03","Fine","33046",,,"326 COUNTRY CLUB DRIVE,NEW ALBANY,IN,47150","2020-11-01"
"155616","NEW ALBANY NURSING AND REHABILITATION CENTER","201 E ELM ST","NEW ALBANY","IN","47150","2019-06-05","Fine","152850",,,"201 E ELM ST,NEW ALBANY,IN,47150","2020-11-01"
"155616","NEW ALBANY NURSING AND REHABILITATION CENTER","201 E ELM ST","NEW ALBANY","IN","47150","2019-06-05","Payment Denial",,"2019-08-19","11","201 E ELM ST,NEW ALBANY,IN,47150","2020-11-01"
"155617","MILLER'S MERRY MANOR","524 ANDERSON RD","CHESTERFIELD","IN","46017","2019-06-03","Fine","12092",,,"524 ANDERSON RD,CHESTERFIELD,IN,46017","2020-11-01"
"155618","MANOR CARE HEALTH SERVICES SUMMER TRACE","12999 N PENNSYLVANIA ST","CARMEL","IN","46032","2018-06-06","Fine","13627",,,"12999 N PENNSYLVANIA ST,CARMEL,IN,46032","2020-11-01"
"155618","MANOR CARE HEALTH SERVICES SUMMER TRACE","12999 N PENNSYLVANIA ST","CARMEL","IN","46032","2019-02-05","Fine","11947",,,"12999 N PENNSYLVANIA ST,CARMEL,IN,46032","2020-11-01"
"155618","MANOR CARE HEALTH SERVICES SUMMER TRACE","12999 N PENNSYLVANIA ST","CARMEL","IN","46032","2019-04-26","Fine","13610",,,"12999 N PENNSYLVANIA ST,CARMEL,IN,46032","2020-11-01"
"155620","ZIONSVILLE MEADOWS","675 S FORD RD","ZIONSVILLE","IN","46077","2018-02-20","Fine","17160",,,"675 S FORD RD,ZIONSVILLE,IN,46077","2020-11-01"
"155620","ZIONSVILLE MEADOWS","675 S FORD RD","ZIONSVILLE","IN","46077","2019-04-15","Fine","155734",,,"675 S FORD RD,ZIONSVILLE,IN,46077","2020-11-01"
"155620","ZIONSVILLE MEADOWS","675 S FORD RD","ZIONSVILLE","IN","46077","2019-06-27","Fine","30381",,,"675 S FORD RD,ZIONSVILLE,IN,46077","2020-11-01"
"155625","ARBOR GROVE VILLAGE","1021 E CENTRAL AVE","GREENSBURG","IN","47240","2019-08-23","Fine","6633",,,"1021 E CENTRAL AVE,GREENSBURG,IN,47240","2020-11-01"
"155628","CREEKSIDE HEALTH AND REHABILITATION CENTER","3114 EAST 46TH STREET","INDIANAPOLIS","IN","46205","2018-01-24","Payment Denial",,"2018-04-09","9","3114 EAST 46TH STREET,INDIANAPOLIS,IN,46205","2020-11-01"
"155636","HARRISON TERRACE","1924 WELLESLEY BLVD","INDIANAPOLIS","IN","46219","2019-11-07","Fine","332358",,,"1924 WELLESLEY BLVD,INDIANAPOLIS,IN,46219","2020-11-01"
"155650","LINCOLNSHIRE HEALTH & REHABILITATION CENTER","8380 VIRGINIA ST","MERRILLVILLE","IN","46410","2019-10-21","Fine","11600",,,"8380 VIRGINIA ST,MERRILLVILLE,IN,46410","2020-11-01"
"155653","LAKE COUNTY NURSING AND REHABILITATION CENTER","5025 MCCOOK AVE","EAST CHICAGO","IN","46312","2018-10-02","Fine","9750",,,"5025 MCCOOK AVE,EAST CHICAGO,IN,46312","2020-11-01"
"155653","LAKE COUNTY NURSING AND REHABILITATION CENTER","5025 MCCOOK AVE","EAST CHICAGO","IN","46312","2019-05-10","Fine","7485",,,"5025 MCCOOK AVE,EAST CHICAGO,IN,46312","2020-11-01"
"155653","LAKE COUNTY NURSING AND REHABILITATION CENTER","5025 MCCOOK AVE","EAST CHICAGO","IN","46312","2019-10-10","Payment Denial",,"2020-01-10","2","5025 MCCOOK AVE,EAST CHICAGO,IN,46312","2020-11-01"
"155655","PEABODY RETIREMENT COMMUNITY","400 W SEVENTH ST","NORTH MANCHESTER","IN","46962","2018-08-31","Fine","28046",,,"400 W SEVENTH ST,NORTH MANCHESTER,IN,46962","2020-11-01"
"155655","PEABODY RETIREMENT COMMUNITY","400 W SEVENTH ST","NORTH MANCHESTER","IN","46962","2019-02-13","Fine","69225",,,"400 W SEVENTH ST,NORTH MANCHESTER,IN,46962","2020-11-01"
"155658","WESLEY MANOR HEALTH CENTER","1555 N MAIN ST","FRANKFORT","IN","46041","2019-07-10","Fine","8957",,,"1555 N MAIN ST,FRANKFORT,IN,46041","2020-11-01"
"155658","WESLEY MANOR HEALTH CENTER","1555 N MAIN ST","FRANKFORT","IN","46041","2019-11-20","Fine","18837",,,"1555 N MAIN ST,FRANKFORT,IN,46041","2020-11-01"
"155664","EAGLE CREEK HEALTHCARE CENTER","4102 SHORE DR","INDIANAPOLIS","IN","46254","2019-05-17","Fine","187803",,,"4102 SHORE DR,INDIANAPOLIS,IN,46254","2020-11-01"
"155664","EAGLE CREEK HEALTHCARE CENTER","4102 SHORE DR","INDIANAPOLIS","IN","46254","2019-05-17","Payment Denial",,"2019-08-17","5","4102 SHORE DR,INDIANAPOLIS,IN,46254","2020-11-01"
"155664","EAGLE CREEK HEALTHCARE CENTER","4102 SHORE DR","INDIANAPOLIS","IN","46254","2019-10-29","Fine","21489",,,"4102 SHORE DR,INDIANAPOLIS,IN,46254","2020-11-01"
"155670","SIGNATURE HEALTHCARE OF NEWBURGH","5233 ROSEBUD LANE","NEWBURGH","IN","47630","2017-11-21","Fine","8125",,,"5233 ROSEBUD LANE,NEWBURGH,IN,47630","2020-11-01"
"155670","SIGNATURE HEALTHCARE OF NEWBURGH","5233 ROSEBUD LANE","NEWBURGH","IN","47630","2018-04-12","Fine","8125",,,"5233 ROSEBUD LANE,NEWBURGH,IN,47630","2020-11-01"
"155670","SIGNATURE HEALTHCARE OF NEWBURGH","5233 ROSEBUD LANE","NEWBURGH","IN","47630","2018-12-11","Fine","11850",,,"5233 ROSEBUD LANE,NEWBURGH,IN,47630","2020-11-01"
"155674","ST CHARLES HEALTH CAMPUS","3150 ST CHARLES ST","JASPER","IN","47546","2018-02-01","Fine","33696",,,"3150 ST CHARLES ST,JASPER,IN,47546","2020-11-01"
"155685","GOLDEN LIVING CENTER-ELKHART","1001 W HIVELY AVE","ELKHART","IN","46517","2018-08-14","Fine","58786",,,"1001 W HIVELY AVE,ELKHART,IN,46517","2020-11-01"
"155685","GOLDEN LIVING CENTER-ELKHART","1001 W HIVELY AVE","ELKHART","IN","46517","2018-08-14","Payment Denial",,"2018-10-13","10","1001 W HIVELY AVE,ELKHART,IN,46517","2020-11-01"
"155687","GOLDEN LIVING CENTER-MUNCIE","2701 LYN-MAR DR","MUNCIE","IN","47304","2018-10-02","Fine","8775",,,"2701 LYN-MAR DR,MUNCIE,IN,47304","2020-11-01"
"155690","LINDBERG CROSSING SENIOR LIVING","1821 LINDBERG RD","ANDERSON","IN","46012","2018-05-31","Fine","26628",,,"1821 LINDBERG RD,ANDERSON,IN,46012","2020-11-01"
"155690","LINDBERG CROSSING SENIOR LIVING","1821 LINDBERG RD","ANDERSON","IN","46012","2018-07-24","Fine","18337",,,"1821 LINDBERG RD,ANDERSON,IN,46012","2020-11-01"
"155693","SILVER OAKS HEALTH CAMPUS","2011 CHAPA STREET","COLUMBUS","IN","47203","2018-03-02","Fine","7150",,,"2011 CHAPA STREET,COLUMBUS,IN,47203","2020-11-01"
"155693","SILVER OAKS HEALTH CAMPUS","2011 CHAPA STREET","COLUMBUS","IN","47203","2019-06-13","Fine","27515",,,"2011 CHAPA STREET,COLUMBUS,IN,47203","2020-11-01"
"155697","CLARK REHABILITATION AND SKILLED NURSING CENTER","517 N LITTLE LEAGUE BLVD","CLARKSVILLE","IN","47129","2018-04-06","Fine","8125",,,"517 N LITTLE LEAGUE BLVD,CLARKSVILLE,IN,47129","2020-11-01"
"155698","BETHANY POINTE HEALTH CAMPUS","1707 BETHANY RD","ANDERSON","IN","46012","2018-04-30","Fine","7150",,,"1707 BETHANY RD,ANDERSON,IN,46012","2020-11-01"
"155702","APERION CARE PERU","1850 WEST MATADOR ST","PERU","IN","46970","2018-08-31","Fine","93979",,,"1850 WEST MATADOR ST,PERU,IN,46970","2020-11-01"
"155702","APERION CARE PERU","1850 WEST MATADOR ST","PERU","IN","46970","2019-06-17","Fine","11559",,,"1850 WEST MATADOR ST,PERU,IN,46970","2020-11-01"
"155712","COVERED BRIDGE HEALTH CAMPUS","1675 W TIPTON ST","SEYMOUR","IN","47274","2018-08-20","Fine","11700",,,"1675 W TIPTON ST,SEYMOUR,IN,47274","2020-11-01"
"155714","OAK VILLAGE","200 W FOURTH ST","OAKTOWN","IN","47561","2018-01-23","Fine","8775",,,"200 W FOURTH ST,OAKTOWN,IN,47561","2020-11-01"
"155716","GOOD SAMARITAN HOME HEALTH CENTER AND RESIDENTIAL","601 N BOEKE RD","EVANSVILLE","IN","47711","2018-01-25","Fine","7150",,,"601 N BOEKE RD,EVANSVILLE,IN,47711","2020-11-01"
"155723","RIVER POINTE HEALTH CAMPUS","3001 GALAXY DR","EVANSVILLE","IN","47715","2018-03-02","Fine","19481",,,"3001 GALAXY DR,EVANSVILLE,IN,47715","2020-11-01"
"155723","RIVER POINTE HEALTH CAMPUS","3001 GALAXY DR","EVANSVILLE","IN","47715","2019-04-29","Fine","8957",,,"3001 GALAXY DR,EVANSVILLE,IN,47715","2020-11-01"
"155733","COLONIAL NURSING HOME","119 N INDIANA AVE","CROWN POINT","IN","46307","2018-08-09","Payment Denial",,"2018-11-09","5","119 N INDIANA AVE,CROWN POINT,IN,46307","2020-11-01"
"155735","ASHFORD PLACE HEALTH CAMPUS","2200 N RILEY HWY","SHELBYVILLE","IN","46176","2018-01-11","Fine","6500",,,"2200 N RILEY HWY,SHELBYVILLE,IN,46176","2020-11-01"
"155740","TIMBERCREST CHURCH OF THE BRETHREN HOME","2201 EAST ST","NORTH MANCHESTER","IN","46962","2019-07-24","Fine","7296",,,"2201 EAST ST,NORTH MANCHESTER,IN,46962","2020-11-01"
"155740","TIMBERCREST CHURCH OF THE BRETHREN HOME","2201 EAST ST","NORTH MANCHESTER","IN","46962","2019-07-24","Payment Denial",,"2019-10-10","3","2201 EAST ST,NORTH MANCHESTER,IN,46962","2020-11-01"
"155753","HAMPTON OAKS HEALTH CAMPUS","966 N WILSON RD","SCOTTSBURG","IN","47170","2018-06-25","Fine","14633",,,"966 N WILSON RD,SCOTTSBURG,IN,47170","2020-11-01"
"155763","NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE","600 TRAIL RIDGE RD","ALBION","IN","46701","2018-01-11","Fine","9750",,,"600 TRAIL RIDGE RD,ALBION,IN,46701","2020-11-01"
"155763","NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE","600 TRAIL RIDGE RD","ALBION","IN","46701","2018-06-20","Fine","11830",,,"600 TRAIL RIDGE RD,ALBION,IN,46701","2020-11-01"
"155763","NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE","600 TRAIL RIDGE RD","ALBION","IN","46701","2018-11-01","Fine","110975",,,"600 TRAIL RIDGE RD,ALBION,IN,46701","2020-11-01"
"155763","NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE","600 TRAIL RIDGE RD","ALBION","IN","46701","2018-11-01","Payment Denial",,"2019-01-15","57","600 TRAIL RIDGE RD,ALBION,IN,46701","2020-11-01"
"155769","MORRISON WOODS HEALTH CAMPUS","4100 N MORRISON RD","MUNCIE","IN","47304","2018-03-07","Fine","8778",,,"4100 N MORRISON RD,MUNCIE,IN,47304","2020-11-01"
"155777","CREASY SPRINGS HEALTH CAMPUS","1750 S CREASY LN","LAFAYETTE","IN","47905","2019-11-26","Fine","6633",,,"1750 S CREASY LN,LAFAYETTE,IN,47905","2020-11-01"
"155780","HOMESTEAD HEALTHCARE CENTER","7465 MADISON AVE","INDIANAPOLIS","IN","46227","2018-03-07","Fine","19133",,,"7465 MADISON AVE,INDIANAPOLIS,IN,46227","2020-11-01"
"155788","GREENWOOD MEADOWS","1200 N STATE ROAD 135","GREENWOOD","IN","46142","2018-02-21","Fine","8125",,,"1200 N STATE ROAD 135,GREENWOOD,IN,46142","2020-11-01"
"155790","BRIDGEWATER HEALTHCARE CENTER","14751 CAREY ROAD","CARMEL","IN","46033","2019-04-18","Fine","10621",,,"14751 CAREY ROAD,CARMEL,IN,46033","2020-11-01"
"155790","BRIDGEWATER HEALTHCARE CENTER","14751 CAREY ROAD","CARMEL","IN","46033","2019-04-18","Fine","242187",,,"14751 CAREY ROAD,CARMEL,IN,46033","2020-11-01"
"155790","BRIDGEWATER HEALTHCARE CENTER","14751 CAREY ROAD","CARMEL","IN","46033","2019-04-18","Payment Denial",,"2019-06-17","4","14751 CAREY ROAD,CARMEL,IN,46033","2020-11-01"
"155792","COUNTRYSIDE MEADOWS","762 N DAN JONES RD","AVON","IN","46123","2019-04-29","Fine","11278",,,"762 N DAN JONES RD,AVON,IN,46123","2020-11-01"
"155799","APERION CARE MARION LLC","614 WEST 14TH STREET","MARION","IN","46953","2019-01-31","Fine","14592",,,"614 WEST 14TH STREET,MARION,IN,46953","2020-11-01"
"155799","APERION CARE MARION LLC","614 WEST 14TH STREET","MARION","IN","46953","2019-01-31","Payment Denial",,"2019-04-16","30","614 WEST 14TH STREET,MARION,IN,46953","2020-11-01"
"155799","APERION CARE MARION LLC","614 WEST 14TH STREET","MARION","IN","46953","2019-08-16","Payment Denial",,"2019-11-16","59","614 WEST 14TH STREET,MARION,IN,46953","2020-11-01"
"155804","SPRENGER HEALTH CARE OF MISHAWAKA","60257 BODNAR BLVD","MISHAWAKA","IN","46544","2019-10-18","Fine","12604",,,"60257 BODNAR BLVD,MISHAWAKA,IN,46544","2020-11-01"
"155810","VERNON HEALTH & REHABILITATION","1955 S VERNON ST","WABASH","IN","46992","2018-05-16","Fine","52551",,,"1955 S VERNON ST,WABASH,IN,46992","2020-11-01"
"155810","VERNON HEALTH & REHABILITATION","1955 S VERNON ST","WABASH","IN","46992","2018-09-06","Fine","84710",,,"1955 S VERNON ST,WABASH,IN,46992","2020-11-01"
"155813","VILLAGES AT HISTORIC SILVERCREST THE","1 SILVERCREST DRIVE","NEW ALBANY","IN","47150","2019-08-15","Fine","6633",,,"1 SILVERCREST DRIVE,NEW ALBANY,IN,47150","2020-11-01"
"155820","UNIVERSITY NURSING AND REHABILITATION CENTER","1236 LINCOLN AVE","EVANSVILLE","IN","47714","2019-07-24","Payment Denial",,"2019-10-15","1","1236 LINCOLN AVE,EVANSVILLE,IN,47714","2020-11-01"
"155823","SOUTHPOINTE HEALTHCARE CENTER","4904 WAR ADMIRAL DRIVE","INDIANAPOLIS","IN","46237","2018-11-07","Fine","7150",,,"4904 WAR ADMIRAL DRIVE,INDIANAPOLIS,IN,46237","2020-11-01"
"155826","EVERGREEN CROSSING AND THE LOFTS","5404 GEORGETOWN ROAD","INDIANAPOLIS","IN","46254","2017-11-09","Fine","11700",,,"5404 GEORGETOWN ROAD,INDIANAPOLIS,IN,46254","2020-11-01"
"155826","EVERGREEN CROSSING AND THE LOFTS","5404 GEORGETOWN ROAD","INDIANAPOLIS","IN","46254","2019-02-22","Fine","12760",,,"5404 GEORGETOWN ROAD,INDIANAPOLIS,IN,46254","2020-11-01"
"155830","HARRISON'S CROSSING HEALTH CAMPUS","395 8TH AVENUE","TERRE HAUTE","IN","47804","2019-12-06","Fine","21226",,,"395 8TH AVENUE,TERRE HAUTE,IN,47804","2020-11-01"
"155831","BRIARCLIFF HEALTH & REHABILITATION CENTER","5024 WESTERN AVENUE","SOUTH BEND","IN","46619","2018-01-12","Fine","19175",,,"5024 WESTERN AVENUE,SOUTH BEND,IN,46619","2020-11-01"
